pdb	ch	ipr
3b60	B	IPR027417
3b60	C	IPR027417
3b60	D	IPR027417
3b6e	A	IPR027417
3b6u	A	IPR027417
3b6u	B	IPR027417
3b6v	A	IPR027417
3b6v	B	IPR027417
3b78	A	IPR027417
3b78	C	IPR027417
3b78	E	IPR027417
3b7g	A	IPR027417
3b7g	B	IPR027417
3b82	A	IPR027417
3b82	C	IPR027417
3b82	E	IPR027417
3b85	A	IPR027417
3b85	B	IPR027417
3b8h	A	IPR027417
3b8h	C	IPR027417
3b8h	E	IPR027417
3b9p	A	IPR027417
3b9q	A	IPR027417
3baf	A	IPR027417
3bb1	A	IPR027417
3bb1	B	IPR027417
3bb1	C	IPR027417
3bb1	D	IPR027417
3bb1	E	IPR027417
3bb1	F	IPR027417
3bb1	G	IPR027417
3bb1	H	IPR027417
3bb3	A	IPR027417
3bb4	A	IPR027417
3bbp	A	IPR027417
3bbp	B	IPR027417
3bbp	C	IPR027417
3bc1	A	IPR027417
3bc1	E	IPR027417
3bd9	A	IPR027417
3be4	A	IPR027417
3ber	A	IPR027417
3bfk	A	IPR027417
3bfk	B	IPR027417
3bfk	C	IPR027417
3bfk	D	IPR027417
3bfk	E	IPR027417
3bfv	A	IPR027417
3bfv	B	IPR027417
3bfx	A	IPR027417
3bfx	B	IPR027417
3bgw	A	IPR027417
3bgw	B	IPR027417
3bgw	C	IPR027417
3bgw	D	IPR027417
3bgw	E	IPR027417
3bgw	F	IPR027417
3bh0	A	IPR027417
3bh6	A	IPR027417
3bh7	A	IPR027417
3bif	A	IPR027417
3bji	C	IPR027417
3bji	D	IPR027417
3bk7	A	IPR027417
3bor	A	IPR027417
3bos	A	IPR027417
3bos	B	IPR027417
3brw	D	IPR027417
3bwd	D	IPR027417
3bxz	A	IPR027417
3bxz	B	IPR027417
3bz7	A	IPR027417
3bz8	A	IPR027417
3bz9	A	IPR027417
3c14	C	IPR027417
3c15	C	IPR027417
3c16	C	IPR027417
3c41	J	IPR027417
3c41	K	IPR027417
3c4j	A	IPR027417
3c4j	B	IPR027417
3c5c	A	IPR027417
3c5c	B	IPR027417
3c5c	C	IPR027417
3c5c	D	IPR027417
3c5h	A	IPR027417
3c7k	A	IPR027417
3c7k	C	IPR027417
3c8u	A	IPR027417
3cb4	A	IPR027417
3cb4	B	IPR027417
3cb4	C	IPR027417
3cb4	D	IPR027417
3cb4	E	IPR027417
3cb4	F	IPR027417
3cbq	A	IPR027417
3cf0	A	IPR027417
3cf0	B	IPR027417
3cf0	C	IPR027417
3cf0	D	IPR027417
3cf0	E	IPR027417
3cf0	F	IPR027417
3cf0	G	IPR027417
3cf0	H	IPR027417
3cf0	I	IPR027417
3cf0	J	IPR027417
3cf0	K	IPR027417
3cf0	L	IPR027417
3cf0	M	IPR027417
3cf0	N	IPR027417
3cf1	A	IPR027417
3cf1	B	IPR027417
3cf1	C	IPR027417
3cf2	A	IPR027417
3cf2	B	IPR027417
3cf2	C	IPR027417
3cf2	D	IPR027417
3cf3	A	IPR027417
3cf3	B	IPR027417
3cf3	C	IPR027417
3cf6	R	IPR027417
3ch4	B	IPR027417
3ch5	A	IPR027417
3cio	A	IPR027417
3cio	D	IPR027417
3cjo	A	IPR027417
3cjo	B	IPR027417
3ckl	A	IPR027417
3ckl	B	IPR027417
3clv	A	IPR027417
3cm0	A	IPR027417
3cmt	A	IPR027417
3cmt	D	IPR027417
3cmu	A	IPR027417
3cmv	A	IPR027417
3cmv	B	IPR027417
3cmv	C	IPR027417
3cmv	D	IPR027417
3cmv	E	IPR027417
3cmv	F	IPR027417
3cmv	G	IPR027417
3cmv	H	IPR027417
3cmw	A	IPR027417
3cmw	C	IPR027417
3cmx	A	IPR027417
3cmx	D	IPR027417
3cnl	A	IPR027417
3cnn	A	IPR027417
3cno	A	IPR027417
3cnz	A	IPR027417
3cnz	B	IPR027417
3cob	A	IPR027417
3cob	C	IPR027417
3con	A	IPR027417
3cph	A	IPR027417
3cpj	B	IPR027417
3cr7	A	IPR027417
3cr7	B	IPR027417
3cr7	C	IPR027417
3cr7	D	IPR027417
3cr8	A	IPR027417
3cr8	B	IPR027417
3cr8	C	IPR027417
3crm	A	IPR027417
3crq	A	IPR027417
3crr	A	IPR027417
3crv	A	IPR027417
3crw	1	IPR027417
3cue	F	IPR027417
3cue	L	IPR027417
3cue	R	IPR027417
3cue	X	IPR027417
3cw2	A	IPR027417
3cw2	B	IPR027417
3cw2	E	IPR027417
3cw2	F	IPR027417
3cwq	A	IPR027417
3cwq	B	IPR027417
3cwz	A	IPR027417
3cx6	A	IPR027417
3cx7	A	IPR027417
3cx8	A	IPR027417
3czp	A	IPR027417
3czp	B	IPR027417
3czq	A	IPR027417
3czq	B	IPR027417
3czq	C	IPR027417
3czq	D	IPR027417
3d31	A	IPR027417
3d31	B	IPR027417
3d3q	A	IPR027417
3d3q	B	IPR027417
3d6t	B	IPR027417
3d7m	A	IPR027417
3d8b	A	IPR027417
3d8b	B	IPR027417
3dc4	A	IPR027417
3dcb	A	IPR027417
3dco	N	IPR027417
3ddc	A	IPR027417
3def	A	IPR027417
3deg	C	IPR027417
3dhw	C	IPR027417
3dhw	D	IPR027417
3dhw	G	IPR027417
3dhw	H	IPR027417
3din	A	IPR027417
3din	B	IPR027417
3dkp	A	IPR027417
3dkv	A	IPR027417
3dl0	A	IPR027417
3dl0	B	IPR027417
3dl8	A	IPR027417
3dl8	B	IPR027417
3dm5	A	IPR027417
3dm5	B	IPR027417
3dm9	B	IPR027417
3dmd	A	IPR027417
3dmd	B	IPR027417
3dmd	C	IPR027417
3dmn	A	IPR027417
3dny	T	IPR027417
3do6	A	IPR027417
3do6	B	IPR027417
3doe	A	IPR027417
3dof	A	IPR027417
3dpu	A	IPR027417
3dpu	B	IPR027417
3dsr	A	IPR027417
3dsr	B	IPR027417
3dtp	A	IPR027417
3dtp	B	IPR027417
3dvl	A	IPR027417
3dvl	B	IPR027417
3dvl	C	IPR027417
3dvl	D	IPR027417
3dvl	E	IPR027417
3dvl	F	IPR027417
3dwu	A	IPR027417
3dz8	A	IPR027417
3dzd	A	IPR027417
3dzd	B	IPR027417
3e1s	A	IPR027417
3e2i	A	IPR027417
3e5h	A	IPR027417
3e70	C	IPR027417
3ea0	A	IPR027417
3ea0	B	IPR027417
3ea5	A	IPR027417
3ea5	C	IPR027417
3eaq	A	IPR027417
3eaq	B	IPR027417
3ear	A	IPR027417
3ear	B	IPR027417
3eas	A	IPR027417
3eas	B	IPR027417
3ec1	A	IPR027417
3ec1	B	IPR027417
3ec2	A	IPR027417
3ecc	A	IPR027417
3edl	D	IPR027417
3eg5	A	IPR027417
3eg5	C	IPR027417
3eie	A	IPR027417
3eih	A	IPR027417
3eih	B	IPR027417
3eih	C	IPR027417
3eiq	A	IPR027417
3eiq	D	IPR027417
3eiu	A	IPR027417
3eiu	B	IPR027417
3ep2	X	IPR027417
3eph	A	IPR027417
3eph	B	IPR027417
3epj	A	IPR027417
3epj	B	IPR027417
3epk	A	IPR027417
3epk	B	IPR027417
3epl	A	IPR027417
3epl	B	IPR027417
3eq3	X	IPR027417
3eq4	X	IPR027417
3etl	A	IPR027417
3euj	A	IPR027417
3euk	A	IPR027417
3euk	C	IPR027417
3euk	F	IPR027417
3euk	H	IPR027417
3ew9	A	IPR027417
3ewa	A	IPR027417
3ews	A	IPR027417
3ews	B	IPR027417
3ex7	C	IPR027417
3ex7	H	IPR027417
3exa	A	IPR027417
3exa	B	IPR027417
3exa	C	IPR027417
3exa	D	IPR027417
3ez2	A	IPR027417
3ez2	B	IPR027417
3ez6	A	IPR027417
3ez6	B	IPR027417
3ez7	A	IPR027417
3ez9	A	IPR027417
3ez9	B	IPR027417
3ezf	A	IPR027417
3ezk	A	IPR027417
3ezk	B	IPR027417
3ezk	C	IPR027417
3ezk	D	IPR027417
3ezk	E	IPR027417
3f0t	A	IPR027417
3f0t	B	IPR027417
3f3y	A	IPR027417
3f3y	B	IPR027417
3f3y	C	IPR027417
3f3y	D	IPR027417
3f5f	A	IPR027417
3f8t	A	IPR027417
3f9v	A	IPR027417
3fb4	A	IPR027417
3fdi	A	IPR027417
3fdi	B	IPR027417
3fe2	A	IPR027417
3fe2	B	IPR027417
3ffa	A	IPR027417
3ffb	A	IPR027417
3fgn	A	IPR027417
3fgn	B	IPR027417
3fgn	C	IPR027417
3fgn	D	IPR027417
3fh6	A	IPR027417
3fh6	B	IPR027417
3fh6	C	IPR027417
3fh6	D	IPR027417
3fhc	B	IPR027417
3fho	A	IPR027417
3fho	B	IPR027417
3fht	A	IPR027417
3fht	B	IPR027417
3fkq	A	IPR027417
3fks	A	IPR027417
3fks	B	IPR027417
3fks	C	IPR027417
3fks	D	IPR027417
3fks	E	IPR027417
3fks	F	IPR027417
3fks	J	IPR027417
3fks	K	IPR027417
3fks	L	IPR027417
3fks	M	IPR027417
3fks	N	IPR027417
3fks	O	IPR027417
3fks	S	IPR027417
3fks	T	IPR027417
3fks	U	IPR027417
3fks	V	IPR027417
3fks	W	IPR027417
3fks	X	IPR027417
3fmf	A	IPR027417
3fmf	B	IPR027417
3fmf	C	IPR027417
3fmf	D	IPR027417
3fmi	A	IPR027417
3fmi	B	IPR027417
3fmi	C	IPR027417
3fmi	D	IPR027417
3fmo	B	IPR027417
3fmp	B	IPR027417
3fmp	D	IPR027417
3foz	A	IPR027417
3foz	B	IPR027417
3fpa	A	IPR027417
3fpa	B	IPR027417
3fpa	C	IPR027417
3fpa	D	IPR027417
3fpn	B	IPR027417
3ftq	A	IPR027417
3ftq	B	IPR027417
3ftq	C	IPR027417
3ftq	D	IPR027417
3fvq	A	IPR027417
3fvq	B	IPR027417
3fwy	A	IPR027417
3fwy	B	IPR027417
3fyh	A	IPR027417
3g0h	A	IPR027417
3g5u	A	IPR027417
3g5u	B	IPR027417
3g60	A	IPR027417
3g60	B	IPR027417
3g61	A	IPR027417
3g61	B	IPR027417
3g82	C	IPR027417
3gbj	A	IPR027417
3gbj	B	IPR027417
3gbj	C	IPR027417
3gcg	A	IPR027417
3gd7	A	IPR027417
3gd7	B	IPR027417
3gd7	C	IPR027417
3gd7	D	IPR027417
3gee	A	IPR027417
3geh	A	IPR027417
3gei	A	IPR027417
3gei	B	IPR027417
3gei	C	IPR027417
3gfo	A	IPR027417
3gfp	A	IPR027417
3gft	A	IPR027417
3gft	B	IPR027417
3gft	C	IPR027417
3gft	D	IPR027417
3gft	E	IPR027417
3gft	F	IPR027417
3gj0	A	IPR027417
3gj0	B	IPR027417
3gj3	A	IPR027417
3gj4	A	IPR027417
3gj4	C	IPR027417
3gj5	A	IPR027417
3gj5	C	IPR027417
3gj6	A	IPR027417
3gj7	A	IPR027417
3gj7	C	IPR027417
3gj8	A	IPR027417
3gj8	C	IPR027417
3gjx	C	IPR027417
3gjx	F	IPR027417
3glf	A	IPR027417
3glf	B	IPR027417
3glf	C	IPR027417
3glf	D	IPR027417
3glf	E	IPR027417
3glf	F	IPR027417
3glf	G	IPR027417
3glf	H	IPR027417
3glf	I	IPR027417
3glf	J	IPR027417
3glg	A	IPR027417
3glg	B	IPR027417
3glg	C	IPR027417
3glg	D	IPR027417
3glg	E	IPR027417
3glg	F	IPR027417
3glg	G	IPR027417
3glg	H	IPR027417
3glg	I	IPR027417
3glg	J	IPR027417
3glh	A	IPR027417
3glh	B	IPR027417
3glh	C	IPR027417
3glh	D	IPR027417
3glh	E	IPR027417
3glh	F	IPR027417
3glh	G	IPR027417
3glh	H	IPR027417
3glh	I	IPR027417
3glh	J	IPR027417
3glh	K	IPR027417
3glh	L	IPR027417
3glh	M	IPR027417
3glh	N	IPR027417
3glh	O	IPR027417
3gli	A	IPR027417
3gli	B	IPR027417
3gli	C	IPR027417
3gli	D	IPR027417
3gli	E	IPR027417
3gli	F	IPR027417
3gli	G	IPR027417
3gli	H	IPR027417
3gli	I	IPR027417
3gli	J	IPR027417
3gmt	A	IPR027417
3gmt	B	IPR027417
3gp8	A	IPR027417
3gpl	A	IPR027417
3gpl	B	IPR027417
3gqb	A	IPR027417
3gqb	B	IPR027417
3gqb	C	IPR027417
3gqb	D	IPR027417
3h0k	A	IPR027417
3h0k	B	IPR027417
3h1t	A	IPR027417
3h2y	A	IPR027417
3h4m	A	IPR027417
3h4m	B	IPR027417
3h4m	C	IPR027417
3h4s	A	IPR027417
3h84	A	IPR027417
3h84	B	IPR027417
3h86	A	IPR027417
3h86	B	IPR027417
3h86	C	IPR027417
3h86	G	IPR027417
3hdt	A	IPR027417
3hdt	B	IPR027417
3hid	A	IPR027417
3hjh	A	IPR027417
3hjn	A	IPR027417
3hjn	B	IPR027417
3hp1	A	IPR027417
3hpq	A	IPR027417
3hpq	B	IPR027417
3hpr	A	IPR027417
3hpr	B	IPR027417
3hqd	A	IPR027417
3hqd	B	IPR027417
3hr7	A	IPR027417
3hr7	B	IPR027417
3hr8	A	IPR027417
3hte	A	IPR027417
3hte	B	IPR027417
3hte	C	IPR027417
3hte	D	IPR027417
3hte	E	IPR027417
3hte	F	IPR027417
3hu1	A	IPR027417
3hu1	B	IPR027417
3hu1	C	IPR027417
3hu1	D	IPR027417
3hu1	E	IPR027417
3hu1	F	IPR027417
3hu2	A	IPR027417
3hu2	B	IPR027417
3hu2	C	IPR027417
3hu2	D	IPR027417
3hu2	E	IPR027417
3hu2	F	IPR027417
3hu3	A	IPR027417
3hu3	B	IPR027417
3hws	A	IPR027417
3hws	B	IPR027417
3hws	C	IPR027417
3hws	D	IPR027417
3hws	E	IPR027417
3hws	F	IPR027417
3hyr	A	IPR027417
3hyr	B	IPR027417
3hyr	C	IPR027417
3hyt	A	IPR027417
3hyt	B	IPR027417
3hyt	C	IPR027417
3i1f	A	IPR027417
3i1f	B	IPR027417
3i32	A	IPR027417
3i3s	R	IPR027417
3i4l	A	IPR027417
3i4u	A	IPR027417
3i5f	A	IPR027417
3i5g	A	IPR027417
3i5h	A	IPR027417
3i5i	A	IPR027417
3i5x	A	IPR027417
3i5y	A	IPR027417
3i61	A	IPR027417
3i62	A	IPR027417
3i72	A	IPR027417
3i73	A	IPR027417
3i8s	A	IPR027417
3i8s	B	IPR027417
3i8s	C	IPR027417
3i8x	A	IPR027417
3i8x	B	IPR027417
3i8x	C	IPR027417
3i92	A	IPR027417
3i92	B	IPR027417
3i92	C	IPR027417
3ibg	A	IPR027417
3ibg	B	IPR027417
3ibg	C	IPR027417
3ibg	D	IPR027417
3ibg	E	IPR027417
3ibg	F	IPR027417
3iby	A	IPR027417
3iby	B	IPR027417
3iby	C	IPR027417
3iby	D	IPR027417
3ice	A	IPR027417
3ice	B	IPR027417
3ice	C	IPR027417
3ice	D	IPR027417
3ice	E	IPR027417
3ice	F	IPR027417
3icq	B	IPR027417
3icq	C	IPR027417
3idq	A	IPR027417
3ieu	A	IPR027417
3ieu	B	IPR027417
3iev	A	IPR027417
3igf	A	IPR027417
3igf	B	IPR027417
3ihl	A	IPR027417
3ihl	B	IPR027417
3ihw	A	IPR027417
3iij	A	IPR027417
3iik	A	IPR027417
3iil	A	IPR027417
3iim	A	IPR027417
3ikj	A	IPR027417
3io3	A	IPR027417
3io5	A	IPR027417
3io5	B	IPR027417
3ipx	A	IPR027417
3ipy	A	IPR027417
3ipy	B	IPR027417
3iqm	A	IPR027417
3iqw	A	IPR027417
3iqw	B	IPR027417
3iqx	A	IPR027417
3iqx	B	IPR027417
3iqy	A	IPR027417
3iuy	A	IPR027417
3iuy	B	IPR027417
3izp	E	IPR027417
3izq	1	IPR027417
3izy	P	IPR027417
3j04	A	IPR027417
3j04	D	IPR027417
3j0e	H	IPR027417
3j0j	A	IPR027417
3j0j	B	IPR027417
3j0j	C	IPR027417
3j0j	D	IPR027417
3j0j	E	IPR027417
3j0j	F	IPR027417
3j15	B	IPR027417
3j16	B	IPR027417
3j25	A	IPR027417
3j2t	A	IPR027417
3j2t	B	IPR027417
3j2t	C	IPR027417
3j2t	D	IPR027417
3j2t	E	IPR027417
3j2t	F	IPR027417
3j2t	G	IPR027417
3j2u	K	IPR027417
3j3r	A	IPR027417
3j3r	B	IPR027417
3j3r	C	IPR027417
3j3r	D	IPR027417
3j3r	E	IPR027417
3j3r	F	IPR027417
3j3s	A	IPR027417
3j3s	B	IPR027417
3j3s	C	IPR027417
3j3s	D	IPR027417
3j3s	E	IPR027417
3j3s	F	IPR027417
3j3t	A	IPR027417
3j3t	B	IPR027417
3j3t	C	IPR027417
3j3t	D	IPR027417
3j3t	E	IPR027417
3j3t	F	IPR027417
3j3u	A	IPR027417
3j3u	B	IPR027417
3j3u	C	IPR027417
3j3u	D	IPR027417
3j3u	E	IPR027417
3j3u	F	IPR027417
3j4j	A	IPR027417
3j5s	D	IPR027417
3j5y	B	IPR027417
3j67	A	IPR027417
3j68	A	IPR027417
3j6h	K	IPR027417
3j7p	4	IPR027417
3j81	k	IPR027417
3j8g	X	IPR027417
3j8x	K	IPR027417
3j8y	K	IPR027417
3j94	A	IPR027417
3j94	B	IPR027417
3j94	C	IPR027417
3j94	D	IPR027417
3j94	E	IPR027417
3j94	F	IPR027417
3j95	A	IPR027417
3j95	B	IPR027417
3j95	C	IPR027417
3j95	D	IPR027417
3j95	E	IPR027417
3j95	F	IPR027417
3j96	A	IPR027417
3j96	B	IPR027417
3j96	C	IPR027417
3j96	D	IPR027417
3j96	E	IPR027417
3j96	F	IPR027417
3j97	A	IPR027417
3j97	B	IPR027417
3j97	C	IPR027417
3j97	D	IPR027417
3j97	E	IPR027417
3j97	F	IPR027417
3j98	A	IPR027417
3j98	B	IPR027417
3j98	C	IPR027417
3j98	D	IPR027417
3j98	E	IPR027417
3j98	F	IPR027417
3j99	A	IPR027417
3j99	B	IPR027417
3j99	C	IPR027417
3j99	D	IPR027417
3j99	E	IPR027417
3j99	F	IPR027417
3j9k	A	IPR027417
3j9k	C	IPR027417
3j9k	E	IPR027417
3j9k	G	IPR027417
3j9k	I	IPR027417
3j9k	K	IPR027417
3j9k	M	IPR027417
3j9k	O	IPR027417
3j9k	Q	IPR027417
3j9k	S	IPR027417
3j9k	U	IPR027417
3j9k	W	IPR027417
3j9k	Y	IPR027417
3j9k	a	IPR027417
3j9k	c	IPR027417
3j9k	e	IPR027417
3j9l	A	IPR027417
3j9l	C	IPR027417
3j9l	D	IPR027417
3j9l	E	IPR027417
3j9l	F	IPR027417
3j9l	G	IPR027417
3j9l	H	IPR027417
3j9l	I	IPR027417
3j9l	J	IPR027417
3j9l	K	IPR027417
3j9l	L	IPR027417
3j9l	M	IPR027417
3j9l	N	IPR027417
3j9l	O	IPR027417
3j9l	P	IPR027417
3j9l	Q	IPR027417
3j9m	AX	IPR027417
3j9t	A	IPR027417
3j9t	B	IPR027417
3j9t	C	IPR027417
3j9t	D	IPR027417
3j9t	E	IPR027417
3j9t	F	IPR027417
3j9u	A	IPR027417
3j9u	B	IPR027417
3j9u	C	IPR027417
3j9u	D	IPR027417
3j9u	E	IPR027417
3j9u	F	IPR027417
3j9v	A	IPR027417
3j9v	B	IPR027417
3j9v	C	IPR027417
3j9v	D	IPR027417
3j9v	E	IPR027417
3j9v	F	IPR027417
3j9y	w	IPR027417
3j9z	S1	IPR027417
3ja1	S3	IPR027417
3ja8	2	IPR027417
3ja8	3	IPR027417
3ja8	4	IPR027417
3ja8	5	IPR027417
3ja8	6	IPR027417
3ja8	7	IPR027417
3jag	jj	IPR027417
3jah	jj	IPR027417
3jai	jj	IPR027417
3jaj	z	IPR027417
3jan	z	IPR027417
3jap	k	IPR027417
3jaq	k	IPR027417
3jax	A	IPR027417
3jax	B	IPR027417
3jb9	B	IPR027417
3jbh	A	IPR027417
3jbh	B	IPR027417
3jbh	G	IPR027417
3jbh	H	IPR027417
3jbl	A	IPR027417
3jbl	B	IPR027417
3jbl	C	IPR027417
3jbl	D	IPR027417
3jbl	E	IPR027417
3jbl	F	IPR027417
3jbl	G	IPR027417
3jbl	H	IPR027417
3jbl	I	IPR027417
3jbl	J	IPR027417
3jbl	K	IPR027417
3jbr	B	IPR027417
3jbt	A	IPR027417
3jbt	C	IPR027417
3jbt	E	IPR027417
3jbt	G	IPR027417
3jbt	I	IPR027417
3jbt	K	IPR027417
3jbt	M	IPR027417
3jc5	2	IPR027417
3jc5	3	IPR027417
3jc5	4	IPR027417
3jc5	5	IPR027417
3jc5	6	IPR027417
3jc5	7	IPR027417
3jc6	2	IPR027417
3jc6	3	IPR027417
3jc6	4	IPR027417
3jc6	5	IPR027417
3jc6	6	IPR027417
3jc6	7	IPR027417
3jc7	2	IPR027417
3jc7	3	IPR027417
3jc7	4	IPR027417
3jc7	5	IPR027417
3jc7	6	IPR027417
3jc7	7	IPR027417
3jc8	Ba	IPR027417
3jc8	Bb	IPR027417
3jc8	Bc	IPR027417
3jc8	Bd	IPR027417
3jc8	Be	IPR027417
3jc8	Bf	IPR027417
3jcd	x	IPR027417
3jce	x	IPR027417
3jcj	f	IPR027417
3jcm	H	IPR027417
3jcm	N	IPR027417
3jcn	b	IPR027417
3jco	H	IPR027417
3jco	I	IPR027417
3jco	J	IPR027417
3jco	K	IPR027417
3jco	L	IPR027417
3jco	M	IPR027417
3jcp	H	IPR027417
3jcp	I	IPR027417
3jcp	J	IPR027417
3jcp	K	IPR027417
3jcp	L	IPR027417
3jcp	M	IPR027417
3jcr	B	IPR027417
3jcr	C	IPR027417
3jcr	F	IPR027417
3jct	b	IPR027417
3jct	m	IPR027417
3jct	s	IPR027417
3jd5	g	IPR027417
3jtd	A	IPR027417
3jux	A	IPR027417
3jv2	A	IPR027417
3jv2	B	IPR027417
3jvt	A	IPR027417
3jvu	A	IPR027417
3jvu	B	IPR027417
3jvu	C	IPR027417
3jvv	A	IPR027417
3jvv	B	IPR027417
3jvv	C	IPR027417
3jza	A	IPR027417
3jzm	A	IPR027417
3jzm	B	IPR027417
3jzm	C	IPR027417
3jzm	D	IPR027417
3jzm	E	IPR027417
3jzm	F	IPR027417
3k09	A	IPR027417
3k09	B	IPR027417
3k09	C	IPR027417
3k09	D	IPR027417
3k09	E	IPR027417
3k09	F	IPR027417
3k0a	A	IPR027417
3k0a	B	IPR027417
3k0a	C	IPR027417
3k0a	D	IPR027417
3k0a	E	IPR027417
3k0a	F	IPR027417
3k0c	A	IPR027417
3k0c	B	IPR027417
3k0c	C	IPR027417
3k0c	D	IPR027417
3k0c	E	IPR027417
3k0c	F	IPR027417
3k0e	A	IPR027417
3k0e	B	IPR027417
3k0e	C	IPR027417
3k0e	D	IPR027417
3k0e	E	IPR027417
3k0e	F	IPR027417
3k0f	A	IPR027417
3k0f	B	IPR027417
3k0f	C	IPR027417
3k0f	D	IPR027417
3k0f	E	IPR027417
3k0f	F	IPR027417
3k0s	A	IPR027417
3k0s	B	IPR027417
3k1j	A	IPR027417
3k1j	B	IPR027417
3k3b	A	IPR027417
3k3b	B	IPR027417
3k53	A	IPR027417
3k53	B	IPR027417
3k53	C	IPR027417
3k53	D	IPR027417
3k5e	A	IPR027417
3k5e	B	IPR027417
3k70	B	IPR027417
3k70	C	IPR027417
3k70	D	IPR027417
3k70	E	IPR027417
3k70	F	IPR027417
3k70	G	IPR027417
3k8y	A	IPR027417
3k9g	A	IPR027417
3k9h	A	IPR027417
3k9h	B	IPR027417
3k9l	A	IPR027417
3k9l	B	IPR027417
3k9l	C	IPR027417
3k9n	A	IPR027417
3kar	A	IPR027417
3kb1	A	IPR027417
3kb1	B	IPR027417
3kb2	A	IPR027417
3kb2	B	IPR027417
3kds	E	IPR027417
3kds	F	IPR027417
3kds	G	IPR027417
3ken	A	IPR027417
3kfv	A	IPR027417
3kfx	A	IPR027417
3kfx	B	IPR027417
3kin	A	IPR027417
3kin	B	IPR027417
3kin	C	IPR027417
3kin	D	IPR027417
3kje	A	IPR027417
3kjg	A	IPR027417
3kjg	B	IPR027417
3kjh	A	IPR027417
3kji	A	IPR027417
3kji	B	IPR027417
3kkm	A	IPR027417
3kkn	A	IPR027417
3kko	A	IPR027417
3kko	B	IPR027417
3kko	P	IPR027417
3kkp	A	IPR027417
3kkq	A	IPR027417
3kl4	A	IPR027417
3kqh	A	IPR027417
3kqh	B	IPR027417
3kqk	A	IPR027417
3kqk	B	IPR027417
3kql	A	IPR027417
3kql	B	IPR027417
3kqn	A	IPR027417
3kqu	A	IPR027417
3kqu	B	IPR027417
3kqu	C	IPR027417
3kqu	D	IPR027417
3kqu	E	IPR027417
3kqu	F	IPR027417
3kta	A	IPR027417
3kta	B	IPR027417
3kta	C	IPR027417
3kta	D	IPR027417
3kuc	A	IPR027417
3kud	A	IPR027417
3kw6	A	IPR027417
3kx2	A	IPR027417
3kx2	B	IPR027417
3kxi	A	IPR027417
3kxk	A	IPR027417
3kxk	B	IPR027417
3kxl	A	IPR027417
3kxl	B	IPR027417
3kz1	E	IPR027417
3kz1	F	IPR027417
3l0i	B	IPR027417
3l0i	D	IPR027417
3l0o	A	IPR027417
3l0o	B	IPR027417
3l0p	A	IPR027417
3l0s	A	IPR027417
3l0s	C	IPR027417
3l1c	A	IPR027417
3l1c	B	IPR027417
3l43	A	IPR027417
3l43	B	IPR027417
3l43	C	IPR027417
3l43	D	IPR027417
3l8y	A	IPR027417
3l8z	A	IPR027417
3l9h	A	IPR027417
3l9h	B	IPR027417
3l9i	A	IPR027417
3la6	A	IPR027417
3la6	B	IPR027417
3la6	C	IPR027417
3la6	D	IPR027417
3la6	E	IPR027417
3la6	F	IPR027417
3la6	G	IPR027417
3la6	H	IPR027417
3la6	I	IPR027417
3la6	J	IPR027417
3la6	K	IPR027417
3la6	L	IPR027417
3la6	M	IPR027417
3la6	N	IPR027417
3la6	O	IPR027417
3la6	P	IPR027417
3law	A	IPR027417
3law	B	IPR027417
3law	C	IPR027417
3law	D	IPR027417
3law	E	IPR027417
3lbh	A	IPR027417
3lbi	A	IPR027417
3lbn	A	IPR027417
3ld9	A	IPR027417
3ld9	B	IPR027417
3ld9	C	IPR027417
3ld9	D	IPR027417
3lda	A	IPR027417
3lfu	A	IPR027417
3lh5	A	IPR027417
3llm	A	IPR027417
3llm	B	IPR027417
3llu	A	IPR027417
3lnc	A	IPR027417
3lnc	B	IPR027417
3lo5	A	IPR027417
3lo5	C	IPR027417
3lo5	E	IPR027417
3lqq	A	IPR027417
3lqq	B	IPR027417
3lqr	A	IPR027417
3lqr	B	IPR027417
3lre	A	IPR027417
3lre	B	IPR027417
3lrp	A	IPR027417
3lv8	A	IPR027417
3lvq	E	IPR027417
3lvr	E	IPR027417
3lw7	A	IPR027417
3lw7	B	IPR027417
3lw8	A	IPR027417
3lw8	B	IPR027417
3lw8	C	IPR027417
3lw8	D	IPR027417
3lwn	A	IPR027417
3lwn	B	IPR027417
3lx5	A	IPR027417
3lx8	A	IPR027417
3lxr	A	IPR027417
3lxx	A	IPR027417
3ly5	A	IPR027417
3ly5	B	IPR027417
3m0e	A	IPR027417
3m0e	B	IPR027417
3m0e	C	IPR027417
3m0e	D	IPR027417
3m0e	E	IPR027417
3m0e	F	IPR027417
3m0e	G	IPR027417
3m1i	A	IPR027417
3m4y	A	IPR027417
3m6a	A	IPR027417
3m6a	B	IPR027417
3m6a	C	IPR027417
3m6a	D	IPR027417
3m6a	E	IPR027417
3m6a	F	IPR027417
3maa	C	IPR027417
3mca	A	IPR027417
3md0	A	IPR027417
3mfy	A	IPR027417
3mg9	A	IPR027417
3mgb	A	IPR027417
3mgb	B	IPR027417
3mgc	A	IPR027417
3mgc	B	IPR027417
3mjh	A	IPR027417
3mjh	C	IPR027417
3mjr	A	IPR027417
3mjr	B	IPR027417
3mjr	C	IPR027417
3mjr	D	IPR027417
3mjx	A	IPR027417
3mkd	A	IPR027417
3mle	A	IPR027417
3mle	B	IPR027417
3mle	C	IPR027417
3mle	D	IPR027417
3mle	E	IPR027417
